id,name,artists,album,release_date,popularity,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature
1BAU6v0fuAV914qMUEESR1,Born With A Beer In My Hand,Morgan Wallen,One Thing At A Time,2023-03-03,,188523,False,0.0502,0.531,0.81,3.95e-05,0.357,-5.475,0.0401,0.608,148.026,4
7K3BhSpAxZBznislvUMVtn,Last Night,Morgan Wallen,One Thing At A Time,2023-03-03,,163854,True,0.467,0.492,0.675,0,0.142,-5.456,0.0389,0.478,203.759,4
03fs6oV5JAlbytRYf3371S,Everything I Love,Morgan Wallen,One Thing At A Time,2023-03-03,,187047,False,0.00514,0.568,0.841,0.000503,0.147,-3.802,0.0261,0.668,103.983,4
73zawW1ttszLRgT9By826D,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",One Thing At A Time,2023-03-03,,191231,False,0.123,0.498,0.764,3.07e-05,0.119,-5.006,0.0309,0.489,147.984,4
2PsbT927UanvyH9VprlNOu,Devil Don’t Know,Morgan Wallen,One Thing At A Time,2023-03-03,,205182,False,0.377,0.53,0.664,3.76e-05,0.0937,-5.648,0.0272,0.323,125.002,4
1rXq0uoV4KTgRN64jXzIxo,One Thing At A Time,Morgan Wallen,One Thing At A Time,2023-03-03,,206864,False,0.00522,0.613,0.914,2.21e-06,0.26,-5.153,0.03,0.916,141.978,4
3oZ6dlSfCE9gZ55MGPJctc,’98 Braves,Morgan Wallen,One Thing At A Time,2023-03-03,,178704,False,0.0969,0.488,0.67,0.00022,0.257,-5.759,0.0268,0.484,142.139,4
2YVlDlk2zRceefo6XlC6DX,Ain’t That Some,Morgan Wallen,One Thing At A Time,2023-03-03,,158003,True,0.00232,0.641,0.803,3.86e-06,0.361,-5.781,0.0286,0.671,121.086,4
7phmBo7bB9I9YifAXqnlqV,I Wrote The Book,Morgan Wallen,One Thing At A Time,2023-03-03,,181766,False,0.0834,0.692,0.808,3.75e-05,0.0913,-3.757,0.0396,0.802,143.977,4
5NzfnUyVaNrxa2VtoyBWlR,Tennessee Numbers,Morgan Wallen,One Thing At A Time,2023-03-03,,225127,False,0.0487,0.425,0.738,0.00173,0.107,-5.368,0.0342,0.267,156.288,4
2Ej3iV0nulryy9S3UQvjSx,Hope That’s True,Morgan Wallen,One Thing At A Time,2023-03-03,,186465,True,0.163,0.586,0.838,0.00016,0.0858,-4.892,0.0367,0.776,150.114,4
2ewSCWOL7EAjgmgqfI1UlS,Whiskey Friends,Morgan Wallen,One Thing At A Time,2023-03-03,,205579,False,0.0631,0.544,0.826,1.46e-05,0.113,-3.848,0.0288,0.596,142.029,4
0JtgoDDf0ggWaoXCGhcOoT,Sunrise,Morgan Wallen,One Thing At A Time,2023-03-03,,182522,False,0.259,0.613,0.765,4.28e-06,0.0832,-5.058,0.0318,0.343,139.993,4
1vcJdUJDM2NVXBsGncmLyh,Keith Whitley,Morgan Wallen,One Thing At A Time,2023-03-03,,187518,False,0.0884,0.322,0.693,0.000316,0.0853,-4.366,0.0281,0.228,83.233,4
2aw1aEAxMe05MZIS5XiK8U,In The Bible (feat. HARDY),"Morgan Wallen, HARDY",One Thing At A Time,2023-03-03,,195326,False,0.0119,0.488,0.806,6.02e-06,0.111,-4.451,0.0291,0.509,77.014,4
5W4kiM2cUYBJXKRudNyxjW,You Proof,Morgan Wallen,One Thing At A Time,2023-03-03,,157477,False,0.265,0.732,0.839,0,0.602,-5.007,0.0345,0.629,119.724,4
3Qu3Zh4WTKhP9GEXo0aDnb,Thought You Should Know,Morgan Wallen,One Thing At A Time,2023-03-03,,215571,True,0.506,0.53,0.678,6.23e-06,0.138,-6.16,0.0278,0.508,140.05,4
77kye8TttXpEbvgoiVjZdo,F150-50,Morgan Wallen,One Thing At A Time,2023-03-03,,191634,False,0.0653,0.541,0.754,0,0.109,-5.453,0.0276,0.37,90.904,4
1GiwvmI57OTGcKGNigZFJb,Neon Star (Country Boy Lullaby),Morgan Wallen,One Thing At A Time,2023-03-03,,171495,False,0.426,0.704,0.677,3.29e-06,0.118,-6.135,0.0288,0.715,92.021,4
7u2iWRkkz8GBYFe4apxVBl,I Deserve A Drink,Morgan Wallen,One Thing At A Time,2023-03-03,,206137,False,0.0995,0.475,0.606,0.0171,0.0931,-4.906,0.03,0.303,123.009,3
0oPRfdP48RM4bd3xBFyiRo,Wine Into Water,Morgan Wallen,One Thing At A Time,2023-03-03,,223968,False,0.0466,0.564,0.829,0.000184,0.118,-5.842,0.0281,0.393,122.038,4
68eDGmSTQgxJde9JTG7b71,Me + All Your Reasons,Morgan Wallen,One Thing At A Time,2023-03-03,,174741,False,0.205,0.504,0.827,0,0.355,-5.48,0.0375,0.424,146.14,4
7ya4zrCKDslIfrztqglRIP,Tennessee Fan,Morgan Wallen,One Thing At A Time,2023-03-03,,198255,False,0.0765,0.481,0.837,1.02e-06,0.0834,-4.763,0.0305,0.56,76.033,4
09UUDUFaudMcUkocm2iqR8,Money On Me,Morgan Wallen,One Thing At A Time,2023-03-03,,175158,False,0.00813,0.485,0.78,0.00321,0.0845,-5.963,0.0292,0.323,75.063,4
0PAcdVzhPO4gq1Iym9ESnK,Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,2023-03-03,,177387,False,0.492,0.656,0.757,0,0.117,-5.775,0.0308,0.429,139.971,4
12BjylmI6NS7ydikIzbuD0,Single Than She Was,Morgan Wallen,One Thing At A Time,2023-03-03,,160347,False,0.00761,0.664,0.649,1.01e-05,0.179,-5.946,0.0252,0.68,113.087,4
4FhxN8PTyjkBVfwlCnr9Om,Days That End In Why,Morgan Wallen,One Thing At A Time,2023-03-03,,162475,False,0.232,0.476,0.626,4.04e-05,0.165,-5.643,0.0263,0.461,80.03,3
3NsqLy0x8l9VyNfOHQTNHs,Last Drive Down Main,Morgan Wallen,One Thing At A Time,2023-03-03,,193163,False,0.116,0.45,0.846,3.21e-05,0.263,-4.091,0.0447,0.598,160.045,4
3CqT9ajcy6pY7TonEPiV4H,Me To Me,Morgan Wallen,One Thing At A Time,2023-03-03,,138958,False,0.145,0.639,0.909,0,0.144,-4.176,0.048,0.554,114.04,4
77qpDGhjN7Hdp12JkPpHvY,Don't Think Jesus,Morgan Wallen,One Thing At A Time,2023-03-03,,225665,False,0.525,0.566,0.416,4.07e-06,0.129,-6.811,0.0264,0.245,116.997,3
4Q6LSSmQwn94hioXfvzdbU,180 (Lifestyle),Morgan Wallen,One Thing At A Time,2023-03-03,,189157,False,0.123,0.589,0.901,1.18e-05,0.167,-4.513,0.0433,0.746,83.878,4
5sUjBX08aJ1XdMw7p2SXgq,Had It,Morgan Wallen,One Thing At A Time,2023-03-03,,199108,False,0.416,0.397,0.756,0.000113,0.0859,-6.14,0.0307,0.397,79.961,3
7fveJ3pk1eSfxBdVkzdXZ0,Cowgirls (feat. ERNEST),"Morgan Wallen, ERNEST",One Thing At A Time,2023-03-03,,181621,False,0.199,0.624,0.766,8.62e-06,0.156,-3.805,0.0359,0.37,172.08,4
5LisHkYlpdkqNYl1HZ5cKd,Good Girl Gone Missin’,Morgan Wallen,One Thing At A Time,2023-03-03,,175031,False,0.316,0.558,0.492,3.13e-05,0.0729,-7.604,0.0273,0.134,86.031,4
3uKJ1sSJXGLCMItH0YNPkh,Outlook,Morgan Wallen,One Thing At A Time,2023-03-03,,193712,False,0.0342,0.526,0.764,6.77e-05,0.136,-6.038,0.0298,0.243,103.001,4
4kvjThnfQIsPOKjxx0aZDu,Dying Man,Morgan Wallen,One Thing At A Time,2023-03-03,,183466,False,0.28,0.415,0.573,0.00449,0.0966,-6.567,0.0286,0.322,80.95,4
6otePxalBK8AVa20xhZYVQ,MIENTRAS ME CURO DEL CORA,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,,164386,False,0.855,0.523,0.477,0,0.146,-6.786,0.392,0.57,79.921,4
4NoOME4Dhf4xgxbHDT7VGe,X SI VOLVEMOS,"KAROL G, Romeo Santos",MAÑANA SERÁ BONITO,2023-02-24,,200120,True,0.334,0.794,0.807,0,0.104,-3.447,0.326,0.575,178.003,4
1dw7qShk971xMD6r6mA4VN,PERO TÚ,"KAROL G, Quevedo",MAÑANA SERÁ BONITO,2023-02-24,,183480,True,0.394,0.861,0.79,0,0.111,-4.561,0.291,0.681,139.845,4
7eTv2OTr3aY5iKtFdBusoA,BESTIES,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,,162146,True,0.146,0.779,0.825,0,0.0989,-3.366,0.306,0.654,171.926,4
3CNbrXrUrEARw8zeKNCdYo,GUCCI LOS PAÑOS,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,,186453,True,0.542,0.791,0.45,0,0.185,-3.001,0.0393,0.87,157.953,3
0DWdj2oZMBFSzRsi2Cvfzf,TQG,"KAROL G, Shakira",MAÑANA SERÁ BONITO,2023-02-24,,197933,True,0.673,0.72,0.63,0,0.0936,-3.547,0.277,0.607,179.974,4
3gOI5aQD4mOMLsP3aWrkon,TUS GAFITAS,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,,167786,False,0.315,0.821,0.696,1.07e-05,0.157,-5.796,0.043,0.566,122.005,4
5yAIrkplUEpMNeojW8Q30o,OJOS FERRARI,"KAROL G, Justin Quiles, Angel Dior",MAÑANA SERÁ BONITO,2023-02-24,,180040,True,0.161,0.9,0.707,4.25e-05,0.176,-2.792,0.0934,0.634,124.042,4
6KCvMsAiL6WseKEFsWoPgc,MERCURIO,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,,160426,True,0.526,0.879,0.67,0,0.123,-4.55,0.0975,0.62,139.996,4
6Vn1vje8yMw2OY6IOk9dkH,GATÚBELA,"KAROL G, Maldy",MAÑANA SERÁ BONITO,2023-02-24,,208013,False,0.257,0.853,0.859,0,0.172,-2.68,0.306,0.325,95.131,4
3mFNc5EQn30irR983Wg9OD,KÁRMIKA,"KAROL G, Bad Gyal, Sean Paul",MAÑANA SERÁ BONITO,2023-02-24,,236586,False,0.468,0.876,0.64,0,0.143,-5.264,0.392,0.729,97.169,4
3HqcNJdZ2seoGxhn0wVNDK,PROVENZA,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,,207626,False,0.576,0.87,0.517,0.00553,0.11,-7.918,0.0475,0.54,111.002,4
3goYw6YHoCjA1sfBzpdgzH,CAROLINA,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,,162093,False,0.486,0.699,0.747,0.00363,0.111,-4.182,0.301,0.737,82.982,4
3jUDqkHatwtprUmZ8epP8P,DAÑAMOS LA AMISTAD,"KAROL G, Sech",MAÑANA SERÁ BONITO,2023-02-24,,174960,True,0.167,0.758,0.786,8.46e-06,0.0705,-4.847,0.0928,0.592,92.984,4
505v13epFXodT9fVAJ6h8k,AMARGURA,KAROL G,MAÑANA SERÁ BONITO,2023-02-24,,170480,True,0.183,0.92,0.696,0,0.149,-3.356,0.0742,0.545,106.966,4
16dUQ4quIHDe4ZZ0wF1EMN,CAIRO,"KAROL G, Ovy On The Drums",MAÑANA SERÁ BONITO,2023-02-24,,198666,True,0.483,0.957,0.677,0.000438,0.0961,-3.979,0.292,0.469,115.0,4
4bycD60yZgR6anIBtmU8UH,MAÑANA SERÁ BONITO,"KAROL G, Carla Morrison",MAÑANA SERÁ BONITO,2023-02-24,,210986,False,0.455,0.777,0.715,3.5e-05,0.326,-4.569,0.0874,0.245,92.006,4
7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,Drake,Search & Rescue,2023-04-07,,272112,True,0.0603,0.817,0.44,1.42e-06,0.33,-8.482,0.0734,0.544,142.024,4
65Cev4uzaAUqfqu0oxepew,SIR BAUDELAIRE (feat. DJ Drama),"Tyler, The Creator, DJ Drama",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,88624,True,0.314,0.467,0.635,4.16e-06,0.844,-6.115,0.154,0.51,127.596,3
2M6P0j9uCqFzx8u9P4VxNi,CORSO,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,146481,True,0.169,0.703,0.845,0,0.122,-4.851,0.337,0.745,97.672,4
000TJlEJQ3nafsm1hBWpoj,LEMONHEAD (feat. 42 Dugg),"Tyler, The Creator, 42 Dugg",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,130979,True,0.155,0.62,0.586,0,0.535,-6.612,0.212,0.487,137.131,4
1G3YgeTpECl3LYqFsUfzs5,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,121572,True,0.269,0.493,0.653,0,0.511,-5.666,0.0466,0.852,142.347,4
6cFamI2vPztQoopGMnjD64,LUMBERJACK,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,138312,True,0.122,0.386,0.762,0,0.527,-6.341,0.564,0.433,170.691,4
6kz3FLaVhtcUECyMYR9BCR,HOT WIND BLOWS (feat. Lil Wayne),"Tyler, The Creator, Lil Wayne",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,155292,True,0.601,0.371,0.75,0,0.482,-5.382,0.402,0.729,173.456,4
3lqIHMPvL6ef6t2xKD8ZVH,MASSA,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,223718,True,0.329,0.685,0.855,8.9e-05,0.301,-6.724,0.438,0.46,157.181,4
0lXJL0unztXDdIOXu5xCML,RUNITUP (feat. Teezo Touchdown),"Tyler, The Creator, Teezo Touchdown",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,229564,True,0.565,0.665,0.469,0.000317,0.219,-7.778,0.13,0.142,115.852,4
6FwiflJB4b1v8j3h10e9ZM,MANIFESTO (feat. Domo Genesis),"Tyler, The Creator, Domo Genesis",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,175122,True,0.121,0.454,0.866,0.0067,0.167,-5.348,0.391,0.518,92.463,4
0pR5vcd51X9wyACCiolHNR,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"Tyler, The Creator, Brent Faiyaz, Fana Hues",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,588139,True,0.333,0.468,0.652,0.000318,0.55,-4.912,0.0722,0.39,140.223,4
6ZvghXQAXw2W9blIQbBVZW,MOMMA TALK,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,70926,True,0.696,0.488,0.59,0,0.661,-6.319,0.247,0.498,96.446,5
2wQUUYQ4KOeLLuPS5nBBDK,RISE! (feat. DAISY WORLD),"Tyler, The Creator, DAISY WORLD",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,203588,True,0.044,0.766,0.814,1.08e-05,0.195,-3.367,0.0733,0.481,108.07,4
425mJO91gIMWMwEIDCCs1H,BLESSED,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,57667,True,0.389,0.336,0.613,9.99e-05,0.765,-7.869,0.123,0.741,40.319,4
5Jue6vup8nHUgXFUGMk478,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"Tyler, The Creator, Lil Uzi Vert, Pharrell Williams",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,146419,True,0.0195,0.827,0.571,0,0.166,-7.949,0.366,0.62,142.034,4
2z27xc2eCnIZOBtBHuLQEQ,WILSHIRE,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,515865,True,0.0451,0.555,0.712,5.14e-06,0.182,-7.446,0.323,0.555,78.958,4
3yxh6Av2dL0rC99Iz2xZps,SAFARI,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,177742,True,0.0618,0.471,0.71,1.7e-06,0.338,-6.462,0.213,0.599,80.453,4
1Zcr6QZLrQVCriqBoJdqja,EVERYTHING MUST GO,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,28428,False,0.806,0.377,0.448,7.38e-06,0.419,-6.263,0.0983,0.287,93.098,5
6S4WM9LW6oGkAtBFePffh2,STUNTMAN (feat. Vince Staples),"Tyler, The Creator, Vince Staples",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,199742,True,0.0568,0.731,0.663,0,0.781,-7.758,0.246,0.43,95.972,4
3v3gyQkwRQGwDUZ7V2q2lF,WHAT A DAY,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,216884,True,0.529,0.484,0.828,0,0.163,-6.29,0.258,0.769,88.939,4
3u9PAti8muEXXvEjeFpQK0,WHARF TALK (feat. A$AP Rocky),"Tyler, The Creator, A$AP Rocky",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,204109,True,0.189,0.788,0.744,5.74e-05,0.196,-6.022,0.069,0.681,96.445,4
6OfOzTitafSnsaunQLuNFw,DOGTOOTH,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,161041,True,0.505,0.706,0.648,0,0.215,-6.348,0.324,0.802,77.533,4
4Z1ZlABSKDlVByJL3y5OVs,HEAVEN TO ME,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,230554,True,0.273,0.407,0.932,0,0.676,-5.253,0.406,0.396,174.849,4
2sFEmuVVAa2klHwhFaT0rR,"BOYFRIEND, GIRLFRIEND (2020 Demo) (feat. YG)","Tyler, The Creator, YG",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,204364,True,0.421,0.778,0.847,0.000363,0.35,-3.422,0.0605,0.658,109.226,4
410ZZP746AQeiywhKvXWCo,SORRY NOT SORRY,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,2023-03-31,,206049,True,0.404,0.481,0.797,0,0.368,-4.094,0.201,0.495,96.237,3
7INo35yvWnVY5PcEUlg1d4,Search & Rescue,Drake,Search & Rescue,2023-04-06,,272112,False,0.0658,0.813,0.43,1.04e-06,0.33,-8.455,0.0732,0.534,142.01,4
24Z0qiHUR9cTB4UfGUqCnj,Growin' Up and Gettin' Old,Luke Combs,Gettin' Old,2023-03-24,,233666,False,0.16,0.511,0.6,5.25e-06,0.114,-5.699,0.0268,0.269,146.051,4
5gy5oMthJa807ihJik4U3O,Hannah Ford Road,Luke Combs,Gettin' Old,2023-03-24,,218173,False,0.000369,0.52,0.962,0,0.33,-5.506,0.0827,0.488,131.068,4
5inIeRExNFzOuqaYU7tpT9,Back 40 Back,Luke Combs,Gettin' Old,2023-03-24,,185466,False,0.566,0.56,0.589,0,0.124,-6.849,0.0308,0.394,82.026,4
5OGCd9NL8XcwpkTmSxL5YI,You Found Yours,Luke Combs,Gettin' Old,2023-03-24,,191986,False,0.00532,0.586,0.725,0.00173,0.228,-7.073,0.0254,0.68,94.995,4
4xXLSKNYTHLN00eZEzbqLr,"The Beer, the Band, and the Barstool",Luke Combs,Gettin' Old,2023-03-24,,217640,False,0.161,0.519,0.682,2.57e-05,0.113,-6.284,0.0321,0.451,78.933,4
6LuooOeUu4NOjkVOiT5CdS,Still,Luke Combs,Gettin' Old,2023-03-24,,203440,False,0.187,0.625,0.832,0,0.0913,-5.127,0.0563,0.341,106.971,4
5WxQEQJtrOYzobMBTsdPBb,See Me Now,Luke Combs,Gettin' Old,2023-03-24,,245706,False,0.00982,0.625,0.835,2.86e-05,0.173,-4.964,0.0295,0.594,141.972,4
0kPhTGl84wcSzdTareTroP,Joe,Luke Combs,Gettin' Old,2023-03-24,,218533,False,0.0149,0.583,0.658,0,0.374,-6.62,0.0296,0.437,76.004,4
4AhZSJyGTfYqUnFjn5eGQa,A Song Was Born,Luke Combs,Gettin' Old,2023-03-24,,189946,False,0.0364,0.583,0.787,6.86e-06,0.313,-4.23,0.0483,0.673,155.921,4
2bPOr33Dh8usjH01h1wa3N,My Song Will Never Die,Luke Combs,Gettin' Old,2023-03-24,,246546,False,0.291,0.439,0.615,0,0.114,-5.742,0.032,0.159,144.199,4
0eBFgRxyVSeuT4iyrbukdn,Where the Wild Things Are,Luke Combs,Gettin' Old,2023-03-24,,239533,False,0.0189,0.708,0.731,4.47e-06,0.129,-4.872,0.0345,0.379,116.975,4
2kYevr8cbIAH2ha8210Bnz,Love You Anyway,Luke Combs,Gettin' Old,2023-03-24,,229626,False,0.149,0.532,0.489,0,0.237,-7.419,0.0311,0.32,139.807,4
4tgKstWpyU8mtWVQp7ojbM,Take You With Me,Luke Combs,Gettin' Old,2023-03-24,,207080,False,0.137,0.568,0.732,0,0.0894,-6.062,0.0309,0.52,168.072,4
1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,Luke Combs,Gettin' Old,2023-03-24,,265493,False,0.186,0.712,0.603,0,0.115,-5.52,0.0262,0.67,97.994,4
0V75hy6x3cToema5BdJaj9,Tattoo on a Sunburn,Luke Combs,Gettin' Old,2023-03-24,,225693,False,0.0754,0.601,0.673,0,0.248,-5.418,0.027,0.411,143.958,4
52ChYmfu792MW2Ezv0whpk,5 Leaf Clover,Luke Combs,Gettin' Old,2023-03-24,,211053,False,0.0554,0.423,0.58,2.92e-06,0.168,-4.959,0.0243,0.336,82.755,3
3GZSVedXaTqScGsewGuAyi,Fox in the Henhouse,Luke Combs,Gettin' Old,2023-03-24,,235000,False,0.0138,0.493,0.759,1.32e-05,0.793,-5.203,0.0346,0.456,110.064,3
3v8e2n4bFrAeKRKgy3nha1,The Part,Luke Combs,Gettin' Old,2023-03-24,,202560,False,0.577,0.585,0.411,0,0.115,-6.319,0.0278,0.266,148.041,4
4DHcnVTT87F0zZhRPYmZ3B,Flowers,Miley Cyrus,Endless Summer Vacation,2023-03-10,,200600,False,0.0632,0.707,0.681,5.15e-06,0.0322,-4.325,0.0668,0.646,117.999,4
3AAY8YicetRPlDAkibHLiS,Jaded,Miley Cyrus,Endless Summer Vacation,2023-03-10,,185933,True,0.0476,0.496,0.593,0,0.0909,-5.154,0.0285,0.177,91.038,4
3wH4eUkJ1rL5xTU8PZZyOy,Rose Colored Lenses,Miley Cyrus,Endless Summer Vacation,2023-03-10,,223786,False,0.0574,0.539,0.503,2.34e-05,0.0847,-5.338,0.0385,0.836,174.068,4
1GN6qqehnqUfUHH1gfK81v,Thousand Miles (feat. Brandi Carlile),"Miley Cyrus, Brandi Carlile",Endless Summer Vacation,2023-03-10,,231000,False,0.205,0.503,0.722,3.52e-05,0.0845,-7.595,0.103,0.354,172.006,4
6FAsJDkg4y5JSWP9ZMKlDj,You,Miley Cyrus,Endless Summer Vacation,2023-03-10,,179426,False,0.288,0.625,0.568,0,0.674,-5.663,0.0324,0.348,85.545,3
6fcZVY3WjwKxVKlKFu84rF,Handstand,Miley Cyrus,Endless Summer Vacation,2023-03-10,,205240,True,0.089,0.414,0.881,0.000149,0.0868,-5.826,0.239,0.24,183.925,4
04CqLjewJiSAqM210vZAmT,River,Miley Cyrus,Endless Summer Vacation,2023-03-10,,162973,False,0.000525,0.613,0.803,0.000333,0.189,-5.171,0.0367,0.461,127.989,4
00Ga884hbpVvCNyeQdle1U,Violet Chemistry,Miley Cyrus,Endless Summer Vacation,2023-03-10,,246306,False,0.00265,0.642,0.715,0,0.094,-5.711,0.0385,0.588,119.938,4
1S1WWTuydW6zljNeHOpZXe,Muddy Feet (feat. Sia),"Miley Cyrus, Sia",Endless Summer Vacation,2023-03-10,,136946,True,0.076,0.548,0.779,0.000494,0.19,-4.737,0.109,0.524,172.083,4
1rpfEeYbtYDcnLWSBZBmNH,Wildcard,Miley Cyrus,Endless Summer Vacation,2023-03-10,,193120,False,0.116,0.723,0.676,0.135,0.109,-6.266,0.0505,0.232,109.997,4
0lJrPatloYarTbsKciShJu,Island,Miley Cyrus,Endless Summer Vacation,2023-03-10,,239573,False,0.336,0.657,0.784,0.000671,0.673,-6.374,0.0422,0.772,81.975,4
0rji0TyRgXVHofeKuqxshO,Wonder Woman,Miley Cyrus,Endless Summer Vacation,2023-03-10,,185266,False,0.939,0.443,0.226,0,0.0797,-7.776,0.0354,0.238,72.851,4
3MnewZrZDqej6thgEx3OB1,Flowers (Demo),Miley Cyrus,Endless Summer Vacation,2023-03-10,,210826,False,0.962,0.672,0.159,1.83e-05,0.106,-8.76,0.0343,0.117,113.218,4
6AQbmUe0Qwf5PZnt4HmTXv,Boy's a liar Pt. 2,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,2023-02-03,,131013,False,0.252,0.696,0.809,0.000128,0.248,-8.254,0.05,0.857,132.962,4
3QUbaXCfksmF19lW32BQE0,Boy's a liar,PinkPantheress,Boy's a liar Pt. 2,2023-02-03,,131253,False,0.25,0.656,0.838,0.00281,0.207,-8.407,0.041,0.74,132.981,4
0EgLxY52mpGsXETyEsgVlP,HOPE,NF,HOPE,2023-04-07,,264473,False,0.396,0.546,0.787,0,0.0619,-4.023,0.212,0.497,100.559,3
0pHrAAe6sSVDeUeNe5IesY,MOTTO,NF,HOPE,2023-04-07,,217271,False,0.082,0.685,0.882,0,0.286,-4.103,0.296,0.715,80.283,4
7FET9gtiECWn7llt0sfvtU,CAREFUL,"NF, Cordae",HOPE,2023-04-07,,209500,False,0.0671,0.834,0.834,0,0.373,-4.035,0.0591,0.344,130.024,4
1PvhuffRIPgvOYsa6tPEkr,MAMA,NF,HOPE,2023-04-07,,208213,False,0.284,0.547,0.748,0,0.113,-3.848,0.414,0.0876,89.386,4
3ZEno9fORwMA1HPecdLi0R,HAPPY,NF,HOPE,2023-04-07,,242691,False,0.306,0.732,0.855,0,0.12,-4.064,0.0415,0.221,106.004,4
0fLGrGCrbziOu3dnjQMCWS,PANDEMONIUM,NF,HOPE,2023-04-07,,197006,False,0.44,0.847,0.714,0,0.271,-4.42,0.115,0.302,98.996,3
6fMpW2jYiXS6tpx2WgMIys,SUFFICE,NF,HOPE,2023-04-07,,265529,False,0.296,0.583,0.51,0,0.101,-4.671,0.365,0.477,160.024,4
2LCGFBu1ej6zt4r1VGPjny,GONE,"NF, Julia Michaels",HOPE,2023-04-07,,246118,False,0.515,0.564,0.373,0,0.0995,-6.218,0.0408,0.458,80.088,4
3vBTFVEcGhmH13Y0Lj9UTN,BULLET,NF,HOPE,2023-04-07,,222510,False,0.287,0.668,0.883,0,0.48,-4.031,0.279,0.144,82.874,4
5yetwZ4BDlgCzd5typypWU,TURN MY BACK,NF,HOPE,2023-04-07,,216097,False,0.223,0.549,0.72,0,0.11,-3.993,0.27,0.355,95.962,3
0rc9XLNs7KZXu2ASA3LbL8,MISTAKE,NF,HOPE,2023-04-07,,215186,False,0.642,0.834,0.414,0,0.159,-5.978,0.0411,0.391,110.048,4
6dijMqFUwi7Dfh1aw5IpoL,LET EM PRAY,NF,HOPE,2023-04-07,,213577,False,0.246,0.583,0.676,0,0.12,-4.954,0.238,0.182,99.502,4
1l0wPhFZP1kWkZNQrrYrGy,RUNNING,NF,HOPE,2023-04-07,,253532,False,0.258,0.549,0.601,0,0.168,-6.129,0.0852,0.296,145.552,4
0pwnoUhy57HdGjj1zNzzNV,DEATH,Melanie Martinez,PORTALS,2023-03-31,,306655,False,0.105,0.362,0.545,9.97e-06,0.288,-8.962,0.0665,0.448,181.895,4
6KqOVYU3af2wsqxh1iO1lx,VOID,Melanie Martinez,PORTALS,2023-03-31,,247873,False,0.178,0.715,0.656,0.0378,0.186,-7.257,0.0421,0.415,99.996,4
183WuVX0zsr0dHydHkKtGQ,TUNNEL VISION,Melanie Martinez,PORTALS,2023-03-31,,284770,True,0.731,0.483,0.412,0.00245,0.403,-10.038,0.0441,0.581,180.111,4
3SeNIwGVirXfaTWAOXcU2k,FAERIE SOIRÉE,Melanie Martinez,PORTALS,2023-03-31,,163277,False,0.434,0.679,0.458,0.00386,0.0663,-12.03,0.0612,0.101,107.935,4
