id,name,artists,album,release_date,popularity,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature
2EOZ0kckiYOHzTztbntsPi,Falling,slowthai,UGLY,2023-03-03,,173422,True,0.011,0.32,0.549,0,0.125,-5.919,0.0347,0.103,149.016,4
151THqWY5Kb1i9Nw9uQr4q,Wotz Funny,slowthai,UGLY,2023-03-03,,159528,True,0.0384,0.563,0.87,0,0.224,-4.619,0.233,0.565,154.995,4
5oPXAqiD2pW56kD7Lqjq7D,Tourniquet,slowthai,UGLY,2023-03-03,,227222,True,0.133,0.564,0.5,0,0.175,-7.161,0.0354,0.0738,125.106,4
4vZykV0uKOKCUbvUs9JjAp,25% Club,slowthai,UGLY,2023-03-03,,214395,False,0.89,0.68,0.357,0.000492,0.0985,-11.533,0.0445,0.523,125.319,3
4wph9v9GAMZsFWqp8zlNUm,"Nocturnes, Op. 27: No. 2 in D-Flat Major. Lento sostenuto","Frédéric Chopin, Yuri Egorov",Romantische klassische Musik von Chopin,2023-04-07,,399573,False,0.993,0.33,0.0393,0.917,0.126,-22.85,0.0448,0.0548,79.036,3
0YhCpjJ6bw3Cp9c43NGCWE,"Preludes, Op. 28: No. 1 in C Major. Agitato","Frédéric Chopin, Tzimon Barto",Romantische klassische Musik von Chopin,2023-04-07,,49760,False,0.994,0.293,0.0272,0.942,0.0992,-29.562,0.0352,0.0749,68.408,4
5qaodYgErbClevfFE9FUm8,"Preludes, Op. 28: No. 4 in E Minor. Largo","Frédéric Chopin, Mikhail Rudy",Romantische klassische Musik von Chopin,2023-04-07,,135893,False,0.993,0.463,0.0191,0.87,0.077,-24.614,0.078,0.0393,124.274,3
3Qcd90dOiTQL8uN8jQqHAj,"Preludes, Op. 28: No. 6 in B Minor. Lento assai","Frédéric Chopin, Tzimon Barto",Romantische klassische Musik von Chopin,2023-04-07,,188200,False,0.992,0.421,0.00187,0.944,0.0576,-45.361,0.0631,0.171,67.868,3
1NxXOYoeWM7kjQiqGQ2Boj,"Preludes, Op. 28: No. 7 in A Major. Andantino","Frédéric Chopin, Dmitri Alexeev",Romantische klassische Musik von Chopin,2023-04-07,,52800,False,0.995,0.571,0.00203,0.961,0.0569,-38.948,0.0456,0.125,69.493,3
1oaF026oB6LzrQmZlOMjQd,"Preludes, Op. 28: No. 9 in E Major. Largo","Frédéric Chopin, Tzimon Barto",Romantische klassische Musik von Chopin,2023-04-07,,121440,False,0.993,0.49,0.00393,0.926,0.0994,-28.005,0.0446,0.0374,71.108,3
7ytJDD9pNibJGBCF4X5WmR,"Preludes, Op. 28: No. 15 in D-Flat Major. Sostenuto","Frédéric Chopin, Mikhail Rudy",Romantische klassische Musik von Chopin,2023-04-07,,329186,False,0.988,0.351,0.0133,0.842,0.093,-25.319,0.0375,0.0469,77.379,4
6RKZrlPVqsp5bgQ3RuL42p,"Waltz in A-Flat Major, Op. 42","Frédéric Chopin, Agustin Anievas",Romantische klassische Musik von Chopin,2023-04-07,,241106,False,0.985,0.18,0.158,0.923,0.0853,-18.869,0.0378,0.127,172.757,3
1tbfYlwGWzc5rN9vBy0O8e,"Nocturnes, Op. 15: No. 1 in F Major. Andante cantabile","Frédéric Chopin, Elisabeth Leonskaja",Romantische klassische Musik von Chopin,2023-04-07,,309640,False,0.992,0.252,0.00822,0.915,0.0545,-26.498,0.0371,0.0963,67.017,4
3QDUx6d8Suz7HqfyAZMXL4,"Nocturnes, Op. 15: No. 2 in F-Sharp Major. Larghetto","Frédéric Chopin, Elisabeth Leonskaja",Romantische klassische Musik von Chopin,2023-04-07,,245426,False,0.994,0.283,0.0175,0.896,0.0556,-28.563,0.0415,0.121,65.772,3
6jo9sJn8hx2skslqEwY1uQ,"Nocturnes, Op. 32: No 2 in A-Flat Major. Lento","Frédéric Chopin, Daniel Adni",Romantische klassische Musik von Chopin,2023-04-07,,382066,False,0.994,0.305,0.0242,0.927,0.104,-24.772,0.0492,0.0992,164.22,3
66YPyW7CHv9TODG0zQ1KBj,"Waltz in A Minor, B. 150","Frédéric Chopin, Agustin Anievas",Romantische klassische Musik von Chopin,2023-04-07,,116066,False,0.988,0.39,0.121,0.733,0.0767,-23.778,0.0542,0.232,67.671,4
4y1su8ym7C6uMpg2S9AHpc,"Etudes, Op. 10: No. 11 in E-Flat Major ""Arpeggio""","Frédéric Chopin, Agustin Anievas",Romantische klassische Musik von Chopin,2023-04-07,,142493,False,0.973,0.306,0.0986,0.918,0.095,-23.602,0.0379,0.0398,88.7,3
5123lWvBGh7QfNszt8DsLp,"Nocturne in E Minor, Op. 72 No. 1","Frédéric Chopin, Yuri Egorov",Romantische klassische Musik von Chopin,2023-04-07,,252440,False,0.994,0.252,0.0463,0.915,0.0613,-25.554,0.0435,0.0583,92.766,3
5k9gAxVVrgIFiOxKhitsV3,"Waltzes, Op. 64: No. 2 in C-Sharp Minor. Tempo giusto","Frédéric Chopin, Agustin Anievas",Romantische klassische Musik von Chopin,2023-04-07,,210386,False,0.989,0.28,0.0736,0.899,0.102,-24.656,0.0399,0.129,130.397,4
3t7NMWMleMigYXXnCxeQpR,"Waltzes, Op. 69: No. 1 in A-Flat Major ""Farewell Waltz"". Levto","Frédéric Chopin, Samson François",Romantische klassische Musik von Chopin,2023-04-07,,258893,False,0.995,0.376,0.0268,0.912,0.0992,-26.391,0.0451,0.173,138.225,3
2E0KksVkVEIEqI8bWy55N0,"Waltzes, Op. 69: No. 2 in B Minor. Moderato","Frédéric Chopin, Agustin Anievas",Romantische klassische Musik von Chopin,2023-04-07,,245426,False,0.989,0.207,0.065,0.924,0.0803,-26.671,0.043,0.258,68.587,4
7lCsasVuQYLJSO9wfdVSVi,"Nocturne in C-Sharp Minor, B. 49","Frédéric Chopin, Mikhail Pletnev",Romantische klassische Musik von Chopin,2023-04-07,,263693,False,0.992,0.28,0.00811,0.921,0.0815,-26.259,0.0497,0.151,69.525,4
49uBsQlZAl2BL21mjAWQlH,"Nocturnes, Op. 9: No. 1 in B-Flat Minor. Larghetto","Frédéric Chopin, Samson François",Romantische klassische Musik von Chopin,2023-04-07,,315546,False,0.994,0.374,0.0241,0.896,0.078,-23.802,0.0414,0.0615,131.139,3
6Kdjl2u61E8BNazDKrk2gn,"Nocturnes, Op. 9: No. 2 in E-Flat Major. Andante","Frédéric Chopin, Samson François",Romantische klassische Musik von Chopin,2023-04-07,,254933,False,0.994,0.408,0.0171,0.931,0.108,-24.725,0.0482,0.111,93.667,3
0Si2u1p9cra9TeQh0CbRzL,"Etudes, Op. 25: No. 1 in A-Flat Major ""Aeolian Harp""","Frédéric Chopin, Samson François",Romantische klassische Musik von Chopin,2023-04-07,,172400,False,0.98,0.172,0.052,0.858,0.101,-24.267,0.0362,0.0383,79.691,4
6HZ2qwBXDkribo4s9U8JlB,"Nocturne in C Minor, B. 108","Frédéric Chopin, François-René Duchâble",Romantische klassische Musik von Chopin,2023-04-07,,251873,False,0.991,0.335,0.00567,0.923,0.0808,-35.571,0.0409,0.18,93.218,4
5JBwEaSD7PU2N25N3nDjFR,"Nocturnes, Op. 37: No. 1 in G Minor. Andante sostenuto","Frédéric Chopin, Arthur Rubinstein",Romantische klassische Musik von Chopin,2023-04-07,,293920,False,0.995,0.518,0.0102,0.9,0.137,-23.193,0.0534,0.282,130.396,4
5qKRiqnkIkh8bm7oazwyqj,"Nocturnes, Op. 55: No 2 in E-Flat Major. Lento sostenuto","Frédéric Chopin, Kathryn Stott, Truls Mørk",Romantische klassische Musik von Chopin,2023-04-07,,298626,False,0.985,0.148,0.0516,0.855,0.0911,-26.077,0.0442,0.0674,94.728,3
2IkJZzXP6fg0A7WOpp1xAE,So Be It (with Summer Walker) - Remix,"Alex Vaughn, Summer Walker",The Hurtbook (Homegirl Pack),2023-03-17,,193781,True,0.144,0.612,0.636,0,0.126,-5.328,0.0899,0.221,131.922,4
4It2tsHgHW7gdEDCh0Jfo8,Demon Time (with Ari Lennox) - Remix,"Alex Vaughn, Ari Lennox",The Hurtbook (Homegirl Pack),2023-03-17,,220249,True,0.661,0.524,0.578,5.96e-05,0.269,-4.8,0.08,0.399,69.695,4
016w2jsHRyxcU74cnwSMOW,IYKYK (with Muni Long),"Alex Vaughn, Muni Long",The Hurtbook (Homegirl Pack),2023-03-17,,182900,True,0.0227,0.685,0.769,0,0.125,-4.543,0.0753,0.398,139.953,4
0dAIdjVSPSQhLQwAYvLq2i,So Be It,Alex Vaughn,The Hurtbook (Homegirl Pack),2023-03-17,,189546,True,0.147,0.692,0.635,0,0.116,-5.249,0.177,0.261,131.981,4
4szyZVsM96NFzVaVPdZ118,Keep That Energy,Alex Vaughn,The Hurtbook (Homegirl Pack),2023-03-17,,145147,True,0.13,0.443,0.788,2.5e-06,0.117,-5.839,0.354,0.402,170.963,4
0itaoYeopvlP8hYDwtsqwq,Mirage,Alex Vaughn,The Hurtbook (Homegirl Pack),2023-03-17,,231616,True,0.106,0.668,0.46,0,0.102,-6.476,0.183,0.415,91.757,4
1fLTf1oVRHPahJyHriH5hu,Talkin,Alex Vaughn,The Hurtbook (Homegirl Pack),2023-03-17,,117291,True,0.386,0.501,0.449,0,0.105,-6.125,0.0469,0.317,126.764,4
0nHpAg2tJWDkwO9QR3AD9V,Do You Ever,Alex Vaughn,The Hurtbook (Homegirl Pack),2023-03-17,,151088,False,0.168,0.719,0.551,0,0.088,-6.5,0.0475,0.462,127.043,4
6gzwBJe7yTDkcwM6cmxyFf,Demon Time,Alex Vaughn,The Hurtbook (Homegirl Pack),2023-03-17,,241690,False,0.691,0.647,0.539,9.8e-05,0.15,-4.98,0.179,0.461,149.813,4
0PJEP5UsFMMOxc9IM052BF,I'm Leaving,Alex Vaughn,The Hurtbook (Homegirl Pack),2023-03-17,,228847,True,0.103,0.723,0.675,0,0.0278,-5.706,0.0562,0.655,106.975,4
0nT9oz0eflaXBMsUx6apcH,No Love - Outro,Alex Vaughn,The Hurtbook (Homegirl Pack),2023-03-17,,146109,True,0.719,0.571,0.481,1.93e-05,0.116,-8.687,0.201,0.191,189.434,4
719ak1xDEREpIxuHlGYKh6,The TRICKY’s Secret,xikers,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,,107038,False,0.00178,0.437,0.568,4.82e-05,0.0435,-9.293,0.16,0.148,139.814,4
1CDZC8VcIcGogq04QT9DMU,Doorbell Ringing,xikers,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,,207648,False,0.0394,0.753,0.869,0,0.167,-4.977,0.114,0.644,134.168,4
2MeEPaL5HsW9njvrtP0Agj,TRICKY HOUSE,xikers,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,,184769,False,0.00164,0.666,0.868,0.0112,0.345,-4.862,0.0408,0.338,98.012,4
68TuLhZp2LNIQExesUoXvQ,Dynamic (Cheongryang),xikers,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,,65170,False,1.05e-05,0.557,0.927,0.363,0.121,-5.394,0.0336,0.389,99.985,4
34St2IIfAjXcb18wVUYd3x,ROCKSTAR,xikers,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,,193223,False,0.00336,0.509,0.94,0,0.107,-3.925,0.0879,0.398,172.168,4
4cSe8fDRrmCnYmuG7KvQVe,XIKEY,xikers,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,,208618,False,0.0595,0.745,0.833,0.000337,0.303,-4.963,0.2,0.438,139.941,4
49wfLT6fr1h53dNxIVENX5,Oh My Gosh,xikers,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,,201513,False,0.0317,0.633,0.91,0.000106,0.323,-4.531,0.106,0.388,147.946,4
3ZXNLLpBULk7bqS6Ku6qM3,Etude Op. 10 No. 9 in F minor,"Frédéric Chopin, Emanuele Vascon",Etude Op. 10 No. 9 in F minor,2023-04-18,,141000,False,0.933,0.436,0.19,0.863,0.0954,-18.207,0.0556,0.101,72.237,4
0j32OolmmP0X2SlSZEEEWE,"Chopin: Waltz in C-Sharp Minor, Op. 64, No. 2","Frédéric Chopin, Johannes Helmer Pedersen","Chopin: Waltz in C-Sharp Minor, Op. 64, No. 2",2023-04-19,,261946,False,0.986,0.346,0.0956,0.895,0.0988,-24.062,0.0376,0.0782,64.063,3
2hQ9OHqaarWojWnxupcmZ2,Grande Valse Brillante Op. 32 No. 2,"Frédéric Chopin, Pablo Cintron",Grande Valse Brillante Op. 32 No. 2,2023-04-18,,355655,False,0.991,0.424,0.0317,0.894,0.114,-28.638,0.0503,0.0628,96.09,1
0OeX94j6rMIBHX7DGlOGzB,Don Chon (En Vivo),"Juanpa Salazar, Fuerza Regida, Natanael Cano",Don Chon (En Vivo),2023-03-03,,226500,False,0.309,0.759,0.809,0,0.0777,-6.014,0.198,0.769,149.396,4
7u0fz3V6cYeYTX91DMmIvQ,Food for the Soul,it's murph,Food for the Soul,2023-02-17,,210562,False,0.0512,0.655,0.714,0.48,0.32,-7.78,0.0572,0.131,123.002,4
2VaHYCxdN3xpNAQdPzIqkG,¿Qué Se Te Quitó?,Fuerza Regida,¿Qué Se Te Quitó?,2023-03-31,,87142,True,0.391,0.694,0.529,0,0.658,-5.591,0.0478,0.928,110.207,4
29BYcl5IptV6B5jfJRNq4o,Meant to Be,City and Colour,The Love Still Held Me Near,2023-03-31,,257906,False,0.193,0.575,0.42,0,0.108,-8.264,0.0299,0.117,117.943,3
6bpoSwD4xu2WWIVQH07LMa,Underground,City and Colour,The Love Still Held Me Near,2023-03-31,,236840,False,0.0861,0.57,0.68,9.71e-05,0.174,-8.401,0.0247,0.717,89.002,4
5Cn9nBZh530Vei9dOeKUGs,Fucked It Up,City and Colour,The Love Still Held Me Near,2023-03-31,,238706,True,0.465,0.521,0.411,0,0.109,-8.906,0.0327,0.441,137.752,4
3cNyJCm0nf1DPr6hvSLu8Q,The Love Still Held Me Near,City and Colour,The Love Still Held Me Near,2023-03-31,,323093,False,0.0126,0.322,0.542,0.0428,0.146,-8.055,0.0304,0.403,183.087,3
47prh2BvO8PIFu3Ssip06V,A Little Mercy,City and Colour,The Love Still Held Me Near,2023-03-31,,350946,False,0.136,0.57,0.549,0.161,0.0845,-10.028,0.0296,0.519,87.002,4
3hqVDMIBHH3lNm1C9B8Ra9,Things We Choose to Care About,City and Colour,The Love Still Held Me Near,2023-03-31,,277080,False,0.802,0.452,0.191,0,0.0991,-12.978,0.0318,0.165,147.831,3
1C4eVfhIaxLg8rSpgQqRrH,After Disaster,City and Colour,The Love Still Held Me Near,2023-03-31,,325373,True,0.361,0.619,0.319,0.00155,0.093,-10.959,0.0301,0.395,121.995,4
0PTYNosRcem1jpR2AAFwrs,Without Warning,City and Colour,The Love Still Held Me Near,2023-03-31,,320853,False,0.726,0.561,0.383,3.39e-05,0.126,-9.657,0.0273,0.298,130.048,3
44hyNc8lbBaEOiBdGxo6BU,"Hard, Hard Time",City and Colour,The Love Still Held Me Near,2023-03-31,,255840,False,0.129,0.426,0.605,0.000289,0.159,-8.279,0.0283,0.337,155.138,4
0KKl6YSLbismS4ZQNWjgs4,The Water is Coming,City and Colour,The Love Still Held Me Near,2023-03-31,,361613,False,0.22,0.412,0.615,0.0201,0.114,-6.536,0.0343,0.35,165.056,4
0P7AVxjat3yqECvJ2Waphr,Bow Down to Love,City and Colour,The Love Still Held Me Near,2023-03-31,,370133,False,0.303,0.542,0.34,0.0123,0.0841,-9.898,0.0327,0.143,127.848,4
4hZDsJUcf7kavlqTcumA2p,Begin Again,City and Colour,The Love Still Held Me Near,2023-03-31,,212293,False,0.73,0.532,0.162,2.74e-05,0.384,-13.359,0.0332,0.284,146.873,4
2r7BOWS3bEYjEUbLiH8kVM,Red Flags,Mimi Webb,Red Flags,2023-01-13,,141971,False,0.021,0.841,0.65,4.15e-06,0.0694,-5.627,0.131,0.748,129.979,4
7uZ5C69LskNw0B4szvVWI5,Un Cumbión Dolido,Christian Nodal,Un Cumbión Dolido,2023-02-17,,235434,False,0.382,0.805,0.61,0,0.153,-4.261,0.0372,0.805,125.023,4
25Kyv5SeEenT0EETpP2hYn,"Soweto (with Don Toliver, Rema and Tempoe)","Victony, Don Toliver, Rema, Tempoe","Soweto (with Don Toliver, Rema, and Tempoe)",2023-03-22,,219500,True,0.0541,0.719,0.756,0,0.109,-5.392,0.0761,0.647,105.024,4
3Re8ASBaFWPlU8tKAVIz5l,Beyond,Voyage,1 A.M Chill Session,2023-04-10,,377100,False,0.594,0.673,0.505,0.903,0.113,-10.577,0.0311,0.038,105.687,3
5EZW3XprRdsNAucob27znV,always in my dreams,A.L.I.S.O.N,1 A.M Chill Session,2023-04-10,,209032,False,0.801,0.508,0.246,0.933,0.1,-22.157,0.0465,0.0748,186.071,4
7gEQXFjnUzjk90i4r3m85w,Limits,Hotel Pools,1 A.M Chill Session,2023-04-10,,211463,False,0.0742,0.443,0.588,0.963,0.193,-10.209,0.0638,0.179,81.994,4
3mQYHLyCvasN9W8haiKK2U,Atlantis,Downtown Binary,1 A.M Chill Session,2023-04-10,,289200,False,0.779,0.426,0.609,0.915,0.0803,-8.817,0.0369,0.0336,199.969,4
3ioeJoGQCr8nzeKBsjcvhf,Moon Phase,Voyage,1 A.M Chill Session,2023-04-10,,150344,False,0.742,0.655,0.579,0.907,0.0973,-12.733,0.047,0.225,87.049,4
7xlcfxABCXr5t0KqioOMzT,Polaris,"Downtown Binary, The Present Sound",1 A.M Chill Session,2023-04-10,,340800,False,0.304,0.219,0.858,0.846,0.109,-8.647,0.0491,0.0249,199.956,4
7g73prU6OxUrRajyAVPLI4,Lunar,"Hotel Pools, A.L.I.S.O.N",1 A.M Chill Session,2023-04-10,,275454,False,0.678,0.407,0.64,0.868,0.124,-11.484,0.0404,0.166,176.066,4
2PbYufr3IBePqHu0RvQfzn,Snowfall,Hotel Pools,1 A.M Chill Session,2023-04-10,,174187,False,0.112,0.518,0.683,0.859,0.179,-8.942,0.0362,0.364,82.017,4
013Xc4RJNHLaY4tZsc5nM1,Drifting,oDDling,1 A.M Chill Session,2023-04-10,,191461,False,0.308,0.603,0.523,0.851,0.225,-13.146,0.102,0.225,178.004,4
730yaGEQ4zktzPLSha0Gqi,Remain,"Hotel Pools, oDDling",1 A.M Chill Session,2023-04-10,,195671,False,0.216,0.686,0.502,0.905,0.111,-10.902,0.106,0.559,189.999,4
2v9yt7hZE322wpyXTKdZFE,Subtract,A.L.I.S.O.N,1 A.M Chill Session,2023-04-10,,311489,False,0.282,0.553,0.481,0.809,0.0876,-10.628,0.0346,0.0744,171.963,4
6BGqxtPVVEf4d3d8K5ePSG,Last Horizon,Krosia,1 A.M Chill Session,2023-04-10,,217126,False,0.701,0.785,0.546,0.869,0.111,-10.288,0.031,0.134,104.984,4
14dQ85tJJs7mcJ59uh2D9J,Void,oDDling,1 A.M Chill Session,2023-04-10,,220899,False,0.395,0.674,0.456,0.918,0.151,-11.824,0.0733,0.118,179.99,4
04kqqG7a3xaBiPFBaPJQdN,Elevate,Emil Rottmayer,1 A.M Chill Session,2023-04-10,,230063,False,0.464,0.779,0.672,0.937,0.101,-11.992,0.0747,0.453,102.002,4
3uV6DU5uTpKAetuyXVnENm,Transparent,Monolism,1 A.M Chill Session,2023-04-10,,292178,False,0.6,0.62,0.422,0.959,0.101,-11.952,0.0409,0.0374,92.012,4
3MqIdBrrKVwuRlXM8xb3q7,Portal,Neon Galaxy,1 A.M Chill Session,2023-04-10,,240755,False,0.524,0.739,0.4,0.916,0.0927,-10.828,0.0387,0.0452,109.992,4
6MxQQyhICRF8dYHGmbiXES,Luxury,KING PALM,1 A.M Chill Session,2023-04-10,,182768,False,0.732,0.756,0.584,0.952,0.0814,-11.95,0.0487,0.208,95.014,4
61CbUKiKBqGWHAjgNDFtHf,Imagine,Departure,1 A.M Chill Session,2023-04-10,,225693,False,0.439,0.427,0.314,0.846,0.208,-19.394,0.0464,0.0365,100.018,4
6MufSB0BugDVt8yk1uDH4m,Center Point,Voyage,1 A.M Chill Session,2023-04-10,,233470,False,0.228,0.704,0.641,0.912,0.109,-9.696,0.0501,0.181,90.993,4
7nxIv8N5cDHefOW0JsAiEP,Nightride - Revisited,A.L.I.S.O.N,1 A.M Chill Session,2023-04-10,,252121,False,0.791,0.628,0.475,0.935,0.118,-11.534,0.0358,0.0948,99.022,4
6uyLLfd5WMq1NCi3BIuBBc,Orbit,VIQ,1 A.M Chill Session,2023-04-10,,204959,False,0.71,0.515,0.405,0.911,0.119,-15.429,0.0364,0.496,180.007,4
3SDnFAUeY3n9qDKJzHX1d6,Journey,KING PALM,1 A.M Chill Session,2023-04-10,,209489,False,0.696,0.698,0.455,0.909,0.0777,-12.777,0.0746,0.284,99.988,3
0mGf2kOYJiaSLuRZto2KTm,Crystal Bells,Krosia,1 A.M Chill Session,2023-04-10,,230400,False,0.14,0.748,0.662,0.851,0.192,-6.847,0.0269,0.0735,100.033,4
4UZNoTANaXBzF3XXLpkKI3,third planet,EVANS,1 A.M Chill Session,2023-04-10,,241548,False,0.805,0.557,0.572,0.85,0.102,-15.395,0.175,0.465,88.001,4
5JvvS0VtY8yStJvs34GTw2,Evolve,Hotel Pools,1 A.M Chill Session,2023-04-10,,205350,False,0.367,0.612,0.628,0.896,0.114,-11.079,0.115,0.376,82.822,4
3Ksgmu3dNGB6mV7YWREZPJ,Coast,KING PALM,1 A.M Chill Session,2023-04-10,,158984,False,0.61,0.716,0.529,0.917,0.111,-12.173,0.0769,0.344,170.06,4
3ZUjpSyElduGo5Zlf9NkSW,Infinite Space,Monolism,1 A.M Chill Session,2023-04-10,,303669,False,0.787,0.577,0.406,0.862,0.217,-10.89,0.0671,0.0549,180.036,4
1J2pLAMQTmDxUAskZCaGt4,Divide,oDDling,1 A.M Chill Session,2023-04-10,,240048,False,0.0553,0.706,0.539,0.774,0.104,-11.72,0.0299,0.112,100.005,4
5fBtH4QhfYtUkP9pAEYBAm,Deluge,GRAEDA,1 A.M Chill Session,2023-04-10,,228826,False,0.708,0.589,0.527,0.921,0.212,-9.572,0.237,0.194,196.036,4
0TQPWhD5Bh6D5wub6wWQ4K,Audiotool Day 2016,Xtract,1 A.M Chill Session,2023-04-10,,240000,False,0.332,0.699,0.447,0.901,0.0738,-12.206,0.0348,0.0361,99.005,4
5wflVupk239xCHoGWr1aHb,Stargazer,MEGAS,1 A.M Chill Session,2023-04-10,,194884,False,0.362,0.647,0.618,0.899,0.241,-11.063,0.0585,0.316,184.796,4
1UFBwqLeIjGeYe92VRYmHr,Descent,"Forhill, Hotel Pools",1 A.M Chill Session,2023-04-10,,203428,False,0.486,0.772,0.563,0.925,0.276,-12.003,0.0531,0.157,105.015,4
0Zx1WnXQmzCPBlHif2eTKf,Distance,"Hotel Pools, Memorex Memories",1 A.M Chill Session,2023-04-10,,207466,False,0.0151,0.541,0.683,0.0422,0.116,-10.327,0.0336,0.202,99.997,4
1nX0bJM2WmOaHuqfebw8Fi,Barranca,GRAEDA,1 A.M Chill Session,2023-04-10,,246428,False,0.807,0.653,0.548,0.903,0.0949,-10.173,0.033,0.244,97.982,4
39utzn8KZOyo1wWfHs3GVq,Mindless,DavZ,1 A.M Chill Session,2023-04-10,,342774,False,0.159,0.582,0.626,0.863,0.113,-10.236,0.084,0.0804,94.008,4
5nUGBkQGWcg1VgTvSDRE2u,Rise,Unfound,1 A.M Chill Session,2023-04-10,,260821,False,0.738,0.698,0.848,0.873,0.11,-10.488,0.0747,0.194,179.991,4
1GHLRxIrOILtyVCZlhCxlz,Reverie,oDDling,1 A.M Chill Session,2023-04-10,,245423,False,0.211,0.661,0.355,0.899,0.0786,-11.207,0.0567,0.369,169.939,4
6fq68W5AsFIYZkkpbr0FQp,Heaven,Unfound,1 A.M Chill Session,2023-04-10,,282798,False,0.564,0.643,0.659,0.918,0.109,-10.289,0.0721,0.347,180.056,4
2AlNZXTtKnGv8PyBADykzl,Sound of the Sky,Novus Sana,1 A.M Chill Session,2023-04-10,,195228,False,0.401,0.703,0.455,0.886,0.304,-11.539,0.182,0.524,85.003,4
0AeDSK1gmGvX0fzVqGfvav,Sonar,Krosia,1 A.M Chill Session,2023-04-10,,210000,False,0.0445,0.732,0.474,0.892,0.1,-9.006,0.0352,0.143,152.036,3
1ZjGbxoAxxGHHdGXSLpB84,"Chopin: 24 Preludes, Op. 28: No. 1 in C Major","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,41440,False,0.991,0.383,0.0913,0.912,0.111,-22.61,0.0353,0.292,80.639,4
4sNFaKFGJVhE5SVHVLBDsk,"Chopin: 24 Preludes, Op. 28: No. 2 in A Minor","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,137893,False,0.994,0.376,0.00179,0.924,0.0913,-32.825,0.0749,0.0501,103.352,4
51HiryWjhFZUER23iHXC5T,"Chopin: 24 Preludes, Op. 28: No. 3 in G Major","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,64773,False,0.991,0.22,0.0212,0.861,0.109,-31.1,0.035,0.5,169.459,4
3DmRIR9X2cMjWyd050yJ9D,"Chopin: 24 Preludes, Op. 28: No. 4 in E Minor","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,119440,False,0.993,0.378,0.0143,0.941,0.0828,-24.087,0.068,0.0366,82.003,4
09LAYialCRIF3zUtksgafB,"Chopin: 24 Preludes, Op. 28: No. 5 in D Major","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,40680,False,0.994,0.411,0.123,0.85,0.0961,-27.944,0.0368,0.503,109.435,3
47gR15lJc4DcM3yywaIxNE,"Chopin: 24 Preludes, Op. 28: No. 6 in B Minor","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,109746,False,0.995,0.467,0.0124,0.959,0.109,-28.582,0.0425,0.281,68.356,3
2itTpXttUXdghc9cw1Pdsp,"Chopin: 24 Preludes, Op. 28: No. 7 in A Major","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,38266,False,0.995,0.565,0.00321,0.781,0.0663,-30.11,0.0701,0,102.931,3
5lT4mdxOqau69KZ6AfziGI,"Chopin: 24 Preludes, Op. 28: No. 8 in F-Sharp Minor","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,113360,False,0.991,0.247,0.174,0.936,0.1,-20.136,0.0324,0.0767,80.945,4
7AD2ujtDoBl1zo5vER419K,"Chopin: 24 Preludes, Op. 28: No. 9 in E Major","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,79546,False,0.987,0.45,0.109,0.967,0.11,-18.096,0.0354,0.0375,72.106,4
4jvdg1dd7apnG0A7zL6ntz,"Chopin: 24 Preludes, Op. 28: No. 10 in C-Sharp Minor","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,36333,False,0.986,0.421,0.0381,0.907,0.0927,-26.309,0.0419,0.484,69.455,4
67cTtVdf8nKTKmTRhV7swX,"Chopin: 24 Preludes, Op. 28: No. 11 in B Minor","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,39786,False,0.992,0.299,0.0431,0.774,0.0988,-27.9,0.0417,0.425,68.81,4
3dadEiJYIYHL0hSdeU3j33,"Chopin: 24 Preludes, Op. 28: No. 12 in G-Sharp Minor","Frédéric Chopin, Alfred Cortot",Alfred Cortot Plays Chopin,2023-04-14,,79253,False,0.995,0.383,0.165,0.93,0.101,-19.764,0.0353,0.441,108.569,3
